payment_date,client_id,invoice_number,billing_entity,ar_account,currency,exchange_rate,amount,account,location,transtype,comment,card_reference,reasoncode,sepaprovider,invoice_hash,payment_hash,memo,stripe_currency,stripe_converted_amount,is_aed
14/10/2025,34794,34794-DDI00114,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,177.31,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Germany,CARDSUCCESS,DDCARD PAYMENT:MESDDD0I6G589M2DC66PH,2.0,2.0,ch_3SIBrPIdctIUMwHT19oFIK2Z,nan,nan,,eur,177.31,False
14/10/2025,36971,36971-DDI00054,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,201.11,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Germany,CARDSUCCESS,DDCARD PAYMENT:MESDDDN7IPF1JYT84R03X,2.0,2.0,ch_3SIBrUIdctIUMwHT1iH8SUgT,nan,nan,,eur,201.11,False
14/10/2025,37618,37618-DDI00097,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,201.11,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Germany,CARDSUCCESS,DDCARD PAYMENT:MESDDDYT7GXN17F68VNPE,2.0,2.0,ch_3SIBrXIdctIUMwHT0fRBonT7,nan,nan,,eur,201.11,False
14/10/2025,37648,37648-DDI00084,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,236.22,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Germany,CARDSUCCESS,DDCARD PAYMENT:MESDDDE2UYBQGG474EYK7,2.0,2.0,ch_3SIBrZIdctIUMwHT1uiLzdEY,nan,nan,,eur,236.22,False
14/10/2025,47734,47734-DDI00061,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,202.78,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Germany,CARDSUCCESS,DDCARD PAYMENT:MESDDDN53239QWGJ1N761,2.0,2.0,ch_3SIBrbIdctIUMwHT2GTyAYX8,nan,nan,,eur,202.78,False
14/10/2025,56511,56511-DDI00045,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,129.71,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Germany,CARDSUCCESS,DDCARD PAYMENT:MESDDD34XX3211KZH7VVO,2.0,2.0,ch_3SIBrgIdctIUMwHT0yzpV2L4,nan,nan,,eur,129.71,False
14/10/2025,59476,59476-DDI00033,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,354.3,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Germany,CARDSUCCESS,DDCARD PAYMENT:MESDDD6J3FCV088O499D0,2.0,2.0,ch_3SIBrjIdctIUMwHT0spgSvdV,nan,nan,,eur,354.3,False
14/10/2025,62449,62449-DDI00028,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,254.27,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Germany,CARDSUCCESS,DDCARD PAYMENT:MESDDDQ50F13E38N4B3EN,2.0,2.0,ch_3SIBrlIdctIUMwHT2n85hDVM,nan,nan,,eur,254.27,False
14/10/2025,80751,80751-DDI00012,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,143.72,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Germany,CARDSUCCESS,DDCARD PAYMENT:MESDDD0RD79BRC2ZQ8CGV,2.0,2.0,ch_3SIBrnIdctIUMwHT0mE7oLK1,nan,nan,,eur,143.72,False
14/10/2025,82657,82657-DDI00009,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,314.1,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Germany,CARDSUCCESS,DDCARD PAYMENT:MESDDDD26K147F19G37S5,2.0,2.0,ch_3SIBrqIdctIUMwHT0YJ5zXAt,nan,nan,,eur,314.1,False
14/10/2025,94152,94152-DDI00003,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,129.71,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Germany,CARDSUCCESS,DDCARD PAYMENT:MESDDD860RO40O96JYPQH,2.0,2.0,ch_3SIBrsIdctIUMwHT0cw7rgUm,nan,nan,,eur,129.71,False
14/10/2025,41957,41957-DDI00082,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,210.4,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Austria,CARDSUCCESS,DDCARD PAYMENT:MESDDDI5V2EL05YD1R474,2.0,2.0,ch_3SIBs0IdctIUMwHT0qA7MTYg,nan,nan,,eur,210.4,False
14/10/2025,51674,51674-DDI00028,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,109.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Austria,CARDSUCCESS,DDCARD PAYMENT:MESDDDK861D8KCA58MBLB,2.0,2.0,ch_3SIBs2IdctIUMwHT1TWdBQ8n,nan,nan,,eur,109.0,False
14/10/2025,54271,54271-DDI00049,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,257.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Austria,CARDSUCCESS,DDCARD PAYMENT:MESDDDW90L7642101DG3E,2.0,2.0,ch_3SIBs7IdctIUMwHT1gydA49L,nan,nan,,eur,257.0,False
14/10/2025,54343,54343-DDI00047,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,238.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Austria,CARDSUCCESS,DDCARD PAYMENT:MESDDDI1C7GTK2UU6NZC3,2.0,2.0,ch_3SIBs9IdctIUMwHT1pauHEio,nan,nan,,eur,238.0,False
14/10/2025,55142,55142-DDI00026,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,109.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Austria,CARDSUCCESS,DDCARD PAYMENT:MESDDDX5V55P0F8Q8HHS7,2.0,2.0,ch_3SIBsCIdctIUMwHT1QqSbKuI,nan,nan,,eur,109.0,False
14/10/2025,55713,55713-DDI00029,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,238.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Austria,CARDSUCCESS,DDCARD PAYMENT:MESDDD8G152OO51U0IT4Z,2.0,2.0,ch_3SIBsFIdctIUMwHT2AvMNizx,nan,nan,,eur,238.0,False
14/10/2025,57186,57186-DDI00042,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,109.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Austria,CARDSUCCESS,DDCARD PAYMENT:MESDDDA3929639KN6010S,2.0,2.0,ch_3SIBsHIdctIUMwHT2ltn7ihi,nan,nan,,eur,109.0,False
14/10/2025,59131,59131-DDI00036,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,169.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Austria,CARDSUCCESS,DDCARD PAYMENT:MESDDDPQ7EJD2304432P0,2.0,2.0,ch_3SIBsMIdctIUMwHT2GAvmBVp,nan,nan,,eur,169.0,False
14/10/2025,67597,67597-DDI00028,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,367.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Austria,CARDSUCCESS,DDCARD PAYMENT:MESDDD6DZ02IXDA4V83IF,2.0,2.0,ch_3SIBsRIdctIUMwHT0n2ZKUwx,nan,nan,,eur,367.0,False
14/10/2025,82291,82291-DDI00012,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,79.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Austria,CARDSUCCESS,DDCARD PAYMENT:MESDDD6JNA9D06K4412A1,2.0,2.0,ch_3SIBsTIdctIUMwHT0Iruvagg,nan,nan,,eur,79.0,False
14/10/2025,87776,87776-DDI00007,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,128.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Austria,CARDSUCCESS,DDCARD PAYMENT:MESDDD5S33J909OK93IK0,2.0,2.0,ch_3SIBsVIdctIUMwHT22x3LYQw,nan,nan,,eur,128.0,False
14/10/2025,81743,81743-DDI00012,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,1323.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDDW25LRBX31WXLTL1,2.0,2.0,ch_3SIBsgIdctIUMwHT24KPgyQw,nan,nan,,eur,1323.0,False
14/10/2025,46807,46807-POA,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,232.96,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDDYL7ATV5504OW30Q,2.0,2.0,ch_3SIBsiIdctIUMwHT0czbThiw,nan,nan,,eur,232.96,False
14/10/2025,78302,78302-DDI00015,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,167.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDDA8607448BBNLV78,2.0,2.0,ch_3SIBslIdctIUMwHT21Aibhgj,nan,nan,,eur,167.0,False
14/10/2025,13106,13106-DDI00109,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,227.9,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDD84S36O6019M77T7,2.0,2.0,ch_3SIBsnIdctIUMwHT0wAneIRs,nan,nan,,eur,227.9,False
14/10/2025,15087,15087-DDI00098,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,205.33,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDDR2243WP9M3ND8JZ,2.0,2.0,ch_3SIBspIdctIUMwHT0JDTpcMc,nan,nan,,eur,205.33,False
14/10/2025,15213,15213-DDI00096,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,66.33,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDD0R2P739T0BB2M5O,2.0,2.0,ch_3SIBssIdctIUMwHT0RlB90rn,nan,nan,,eur,66.33,False
14/10/2025,15214,15214-DDI00099,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,66.33,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDDA14BG9798HPY478,2.0,2.0,ch_3SIBsuIdctIUMwHT1vnsd5oD,nan,nan,,eur,66.33,False
14/10/2025,15347,15347-DDI00096,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,149.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDD35O61Y8GO2Z58QF,2.0,2.0,ch_3SIBsxIdctIUMwHT1Sym74fO,nan,nan,,eur,149.0,False
14/10/2025,16608,16608-DDI00090,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,109.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDDZFOBQ05A28G5LWI,2.0,2.0,ch_3SIBszIdctIUMwHT1QpDKL3f,nan,nan,,eur,109.0,False
14/10/2025,16609,16609-DDI00092,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,212.8,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDDXL7RQO1S5912967,2.0,2.0,ch_3SIBt2IdctIUMwHT1mDUXeYO,nan,nan,,eur,212.8,False
14/10/2025,18547,18547-DDI00086,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,109.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDD3C0M6U34ZY0S7S3,2.0,2.0,ch_3SIBt4IdctIUMwHT1uYpTXzw,nan,nan,,eur,109.0,False
14/10/2025,18971,18971-DDI00083,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,132.76,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDD0U405P27645759D,2.0,2.0,ch_3SIBt7IdctIUMwHT2oiBOzxY,nan,nan,,eur,132.76,False
14/10/2025,12042,12042-DDI00105,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,170.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDD1978QH4POU01IUW,2.0,2.0,ch_3SIBt9IdctIUMwHT12FYVwrq,nan,nan,,eur,170.0,False
14/10/2025,12349,12349-DDI00104,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,172.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDDS63962546K000JC,2.0,2.0,ch_3SIBtIIdctIUMwHT1oq6XJNB,nan,nan,,eur,172.0,False
14/10/2025,12495,12495-DDI00098,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,249.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDD837OE4K4R897J09,2.0,2.0,ch_3SIBtKIdctIUMwHT1eAIfgL6,nan,nan,,eur,249.0,False
14/10/2025,12496,12496-DDI00098,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,149.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDDXL6N0VA239TLRH0,2.0,2.0,ch_3SIBtMIdctIUMwHT2IZ4mSIV,nan,nan,,eur,149.0,False
14/10/2025,12498,12498-DDI00099,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,149.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDDOG24B5K4T51K4YQ,2.0,2.0,ch_3SIBtPIdctIUMwHT1L7ppiil,nan,nan,,eur,149.0,False
14/10/2025,20873,20873-DDI00084,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,172.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDDWF165S1949NUR65,2.0,2.0,ch_3SIBtUIdctIUMwHT0zFSbAnH,nan,nan,,eur,172.0,False
14/10/2025,21203,21203-DDI00091,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,157.88,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDD18Y3555C3FR5Y2C,2.0,2.0,ch_3SIBtWIdctIUMwHT1zHhIm8M,nan,nan,,eur,157.88,False
14/10/2025,21254,21254-DDI00084,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,190.8,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDD4U863WPW5B4K15J,2.0,2.0,ch_3SIBtYIdctIUMwHT0CXN8kJv,nan,nan,,eur,190.8,False
14/10/2025,22308,22308-DDI00080,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,159.69,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDDA2VF8J04HU14SDN,2.0,2.0,ch_3SIBtcIdctIUMwHT24M3x1lA,nan,nan,,eur,159.69,False
14/10/2025,22309,22309-DDI00080,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,205.44,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDD97DSU2G804ZDQS3,2.0,2.0,ch_3SIBteIdctIUMwHT2l18ck9y,nan,nan,,eur,205.44,False
14/10/2025,23088,23088-DDI00087,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,123.41,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDD6H1P77F5D78XKA1,2.0,2.0,ch_3SIBtgIdctIUMwHT1jxG5jPa,nan,nan,,eur,123.41,False
14/10/2025,23767,23767-DDI00078,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,114.5,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDDB98J1KL45J5YM81,2.0,2.0,ch_3SIBtiIdctIUMwHT1EBEbR9d,nan,nan,,eur,114.5,False
14/10/2025,24780,24780-DDI00080,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,110.32,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDDE0829FPAOA453QJ,2.0,2.0,ch_3SIBtlIdctIUMwHT0ZaPmH7h,nan,nan,,eur,110.32,False
14/10/2025,25064,25064-DDI00075,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,135.4,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDD56ZL967QMFEN45T,2.0,2.0,ch_3SIBtnIdctIUMwHT0C4tZbNZ,nan,nan,,eur,135.4,False
14/10/2025,25117,25117-DDI00078,Ndevor Systems Ltd : Phorest Germany,11010 Accounts Receivable : Trade Debtors,EUR,1.0,229.0,10010c Bank : Dummy Interco Bank Accounts : Interco - BOI current a/c Ä # 17013705 (Germany),Switzerland,CARDSUCCESS,DDCARD PAYMENT:MESDDD5955JVOJ0356N90,2.0,2.0,ch_3SIBtpIdctIUMwHT07Vm1TCI,nan,nan,,eur,229.0,False
